clean_name,horse_gear,gear_win_rate
ROYAL KNIGHT,B,0.2608695652173913
ROYAL MOJITO,--,0.058823529411764705
ROYAL PANACHE,--,0.0
ROYAL PARTNER,--,0.0
ROYAL PERFORMER,--,0.05555555555555555
ROYAL PREROGATIVE,--,0.07407407407407407
ROYAL PUMPKIN,--,0.0
ROYAL SPIRIT,--,0.23529411764705882
ROYALE ELEGANCE,--,0.06976744186046512
RUBY COAST,--,0.0
RUGBY AMBASSADOR,--,0.0
RUGBY AMBASSADOR,V1,0.0
RUGBY AMBASSADOR,V,0.03225806451612903
RUGBY AMBASSADOR,V-,0.0
RUGBY AMBASSADOR,H1,0.0
RUGBY AMBASSADOR,H,0.0
RUGBY AMBASSADOR,TT1/H,0.0
RUGBY AMBASSADOR,TT/H,0.0
RUGBY AMBASSADOR,TT-/H-/B1,0.0
RUGBY AMBASSADOR,B-/P1,0.0
RUGBY AMBASSADOR,P,0.09090909090909091
RUGBY AMBASSADOR,P-/B2,1.0
RUGBY AMBASSADOR,B-/P2,0.0
RUGBY DIAMOND,--,0.0625
RUGBY EXPRESS,--,0.23076923076923078
RULE THEE,--,0.0
RULERSHIP,--,0.1111111111111111
RUMBA KING,--,0.0
RUMINARE,--,0.0
RUN FORREST,--,0.0
RUN MOOCHI,--,0.08333333333333333
RUN THE DISTANCE,--,0.1111111111111111
RUN TO WIN,--,0.0
RUTHVEN,--,0.0
SABINA,--,0.10526315789473684
SACRED ELIXIR,--,0.0
SACRED IBIS,--,0.0
SACRED KINGDOM,--,0.0
SADAMU PATEK,--,0.0
SADDLERS LODGE,--,0.038461538461538464
SAFARI MAGIC,--,0.058823529411764705
SAFETY CHECK,--,0.0
SAHPRESA,--,0.0
SAJJHAA,--,0.17391304347826086
SAKURA FIGHTER,--,0.2
SAKURA GOSPEL,--,0.04
SALSA BROTHERS,--,0.0
SALTO OLIMPICO,--,0.0
SAM'S LOVE,--,0.06896551724137931
SAMADHI,--,0.09090909090909091
SAME SAME,--,0.0
SAME WORLD,B1/SR1,0.0
SAME WORLD,B/SR,0.0
SAME WORLD,B-/SR-,0.0
SAME WORLD,CP1,0.0
SAME WORLD,CP,0.0
SAME WORLD,CP-/B2,0.0
SAME WORLD,B,0.0
SAME WORLD,B-/SR2,0.0
SAME WORLD,SR,0.0
SAME WORLD,TT1/SR,0.0
SAME WORLD,TT/SR,0.07407407407407407
SAMMY'S EMPIRE,--,0.0
SAMMY'S FALCON,--,0.0
SAMMY'S FORTUNE,TT1,0.0
SAMMY'S FORTUNE,TT,0.0
SAMMY'S FORTUNE,TT/B1,0.0
SAMMY'S FORTUNE,TT/B,0.0
SAMMY'S FORTUNE,TT-/B,0.0
SAMMY'S FORTUNE,B,0.0
SAN NICASIO,--,0.06896551724137931
SANGRIA,--,0.0
SANGRIA,TT1,0.0
SANGRIA,TT/E1,0.0
SANGRIA,TT/E,0.25
SANGRIA,TT/E-,0.0
SANGRIA,TT,0.0
SANSHAAWES,--,0.16
SANTA FE SUN,--,0.0
SAONOIS,--,0.0
SAPELLI,--,0.16666666666666666
SARAH LYNX,--,0.0
SATIRICAL BOY,--,0.09090909090909091
SATONO ALADDIN,TT1/XB1,0.0
SATONO ALADDIN,TT/XB,0.08333333333333333
SATONO CROWN,--,0.0
SAUL'S SPECIAL,--,0.0
SAUL'S SPECIAL,B1,0.0
SAUL'S SPECIAL,TT1/B,0.0
SAUL'S SPECIAL,TT/B,0.375
SAVANNAH WIND,--,0.0
SAVVY NATURE,--,0.0
SAVVY SIX,--,0.0
SCARBOROUGH FAIR,--,0.0
SCARLET CAMELLIA,TT,0.0
SCENT OF OSMANTHUS,XB,0.0
SCIMITAR,H/SR,0.0
SCRAPPER WELL,--,0.027777777777777776
SEA DIAMOND,XB,0.0
SEA DRAGON,--,0.0
SEA FURY,--,0.10526315789473684
SEA JADE,--,0.0
SEA MOON,--,0.07142857142857142
SEA PEARL,--,0.09090909090909091
SEA PRINCE,--,0.0
SEA RUBY,--,0.0
SEA SIREN,--,0.0
SEA SMOKE,--,0.058823529411764705
SEA THE PEARLS,--,0.05
SEA WARRIOR,--,0.29411764705882354
SEASONS BLOOM,--,0.058823529411764705
SEASONS CREST,--,0.08333333333333333
SEASONS KING,--,0.0625
SEASONS STAR,--,0.0
SEBFIRE,--,0.08620689655172414
SECRET AGENT,B1,0.0
SECRET AGENT,B,0.0
SECRET AGENT,B-,0.0
SECRET AGENT,H1,0.0
SECRET AGENT,H,0.0
SECRET AGENT,H-,0.0
SECRET AGENT,--,0.058823529411764705
SECRET CODE,--,0.18181818181818182
SECRET COMMAND,TT1,0.0
SECRET COMMAND,TT/B1,0.0
SECRET COMMAND,TT/B-,0.0
SECRET COMMAND,TT,0.0
SECRET COMMAND,TT/B2,0.0
SECRET COMMAND,TT/B,0.1111111111111111
SECRET IDENTITY,--,0.0
SECRET OF WINNING,B1/XB1,0.0
SECRET OF WINNING,TT1/XB-/B,0.0
SECRET OF WINNING,TT/B-,0.0
SECRET OF WINNING,TT-/H1,0.0
SECRET OF WINNING,H,0.5
SECRET OF WINNING,H-,0.0
SECRET OF WINNING,--,0.08333333333333333
SECRET OF WINNING,XB2,0.0
SECRET OF WINNING,XB/CP1,0.0
SECRET OF WINNING,CP-/XB/BO1,0.0
SECRET OF WINNING,BO-/XB-/V1,0.0
SECRET OF WINNING,V,0.0
SECRET SHAM,--,0.0
SECRET WEAPON,--,0.2727272727272727
SECRETARY OF STATE,TT1,0.0
SECRETARY OF STATE,TT/CP1,0.0
SECRETARY OF STATE,TT/CP,0.0
SECRETARY OF STATE,TT/CP-/B1,0.0
SECRETARY OF STATE,TT/B-,0.0
SECRETARY OF STATE,TT,0.07692307692307693
SECRETARY OF STATE,TT/B2,0.0
SECRETARY OF STATE,TT/B,0.2
SEE ME NOW,--,0.0
SEISMOS,--,0.0
SEIZE THE DAY,--,0.2222222222222222
SELKIRK STAR,--,0.125
SEMOS,--,0.2857142857142857
SEMOS,CP1,0.0
SEMOS,CP,0.0
SEMOS,CP-/B1,0.0
SEMOS,B,0.18181818181818182
SEMPITERNAL,SR1,0.0
SEMPITERNAL,SR/H1,0.0
SEMPITERNAL,H-/SR,0.0
SEMPITERNAL,SR-/B1,0.0
SEMPITERNAL,B,0.2
SEMPITERNAL,TT1/B-/P1,0.0
SEMPITERNAL,TT/P,0.0
SEMPITERNAL,TT-/P-,0.0
SEMPITERNAL,P2,0.0
SEMPITERNAL,P,0.0
SEMPITERNAL,P-,0.0
SEMPITERNAL,--,0.21212121212121213
SENSATION,--,0.0
SENSIBLE CHOICE,--,0.0
SERENDIPITY,H1,0.0
SERENDIPITY,H,0.0
SERENDIPITY,H/B1,0.0
SERENDIPITY,B/H,0.0
SERENDIPITY,TT1/H-/B,0.0
SERENDIPITY,TT/B,0.0
SERGEANT TITANIUM,--,0.0625
SET ON FIRE,--,0.07692307692307693
SEVEN HEAVENS,--,0.0
SEVEN LUCK,H1,0.0
SEVEN LUCK,H,0.0
SEVEN LUCK,H-,0.0
SEVEN LUCK,--,0.0
SEVEN LUCK,B1,0.0
SEVEN LUCK,B/E1,0.0
SEVEN LUCK,B/E,0.0
SEVEN LUCK,B-/E,0.0
SEVEN LUCK,E,0.1111111111111111
SEVENTY SEVENTY,--,0.0
SGT ROCK,--,0.16666666666666666
SHADOWFAXE,--,0.0
SHAHJEE,--,0.5
SHALLUCK,--,0.0
SHALLUCK,H/XB/CP1,0.0
SHALLUCK,CP/H/XB,0.0
SHALLUCK,CP-/XB-/H,0.0
SHALLUCK,H,0.0
SHAM SHUI PO,P1,0.0
SHAM SHUI PO,P,0.0
SHAM SHUI PO,P-/PC1,0.0
SHAM SHUI PO,PC-,0.0
SHAM SHUI PO,SR1,0.0
SHAM SHUI PO,--,0.0
SHAMAL,--,0.0
SHAMALGAN,--,0.0
SHAMALGAN,B1,0.0
SHAMALGAN,B/H1,0.0
SHAMALGAN,B/H,0.4
SHAMALGAN,H-/B,0.0
SHAMALGAN,B,0.08
SHAMKIYR,--,0.1
SHAMPORT,--,0.14285714285714285
SHANGHAI BOND,--,0.041666666666666664
SHANGHAI DRAGON,--,0.07407407407407407
SHANGHAI MASTER,--,0.18181818181818182
SHANGHAI PIONEER,--,0.05555555555555555
SHANTARAAM,--,0.07142857142857142
SHARE OF GOLD,--,0.0625
SHAREMA FEELING,--,0.03225806451612903
SHARP HUNTER,--,0.18181818181818182
SHARP PRINT,--,0.17647058823529413
SHARP SAILOR,--,0.0
SHARPMIND,--,0.3333333333333333
SHENG LI WIN,H1,0.0
SHENG LI WIN,H,0.0
SHENG LI WIN,H-,0.0
SHENG LI WIN,--,0.1111111111111111
SHENG LI WIN,CP1,0.0
SHENG LI WIN,TT1/CP,0.0
SHENG LI WIN,TT-/CP,0.0
SHENG LI WIN,CP,0.037037037037037035
SHENG LI WIN,B,0.0
SHIBALA,SR1,0.0
SHIBALA,SR,0.0
SHIBALA,TT1/SR-/H1/CP1,0.0
SHIBALA,TT/H/CP,0.0
SHIBALA,TT/CP/H,0.0
SHIBALA,TT/CP-/H-/V1/XB1,0.0
SHIBALA,TT/V/XB,0.3
SHIBALA,TT/V-/XB,0.0
SHIBALA,TT/XB,0.0
SHIBALA,--,0.0
SHIFACHI TRADITION,H1/SR1,0.0
SHIFACHI TRADITION,SR-/H/B1,0.0
SHIFACHI TRADITION,B/H,0.0
SHIFACHI TRADITION,H/SR,0.26666666666666666
SHIMMER AND SHINE,--,0.5555555555555556
SHINING BRIGHT,--,0.17647058823529413
SHINING CHAMPION,TT1,0.0
SHINING CHAMPION,TT,0.14285714285714285
SHINING CHAMPION,TT/SR1,0.0
SHINING CHAMPION,TT/SR,0.06896551724137931
SHINING ON,--,0.0
SHINING TREASURES,--,0.0
SHINING TRIUMPH,H1,0.0
SHINING TRIUMPH,H,0.19047619047619047
SHINING VICTORY,--,0.06382978723404255
SHINNING MOON,--,0.1
SHINNING MOON,V1,0.0
SHINNING MOON,V,0.0
SHINNING MOON,V-,0.0
SHINY DAY,H1,0.0
SHINY DAY,H,0.0
SHINY DAY,H/B1,0.0
SHINY DAY,TT1/B-/H-,0.0
SHINY DAY,--,0.0
SHOOTING STAR,--,0.14285714285714285
SHORT SQUEEZE,--,0.08108108108108109
SHOW MISSION,--,0.0
SHOWING CHARACTER,--,0.05555555555555555
SHOWOFSUCCESS,--,0.0
SHOWTIME,--,0.0
SICHUAN BOSS,--,0.0
SICHUAN CHARM,--,0.0
SICHUAN CHIEF,TT1/B1,0.0
SICHUAN CHIEF,TT-/B-,0.0
SICHUAN CHIEF,--,0.0
SICHUAN CHIEF,B2,0.0
SICHUAN CHIEF,B,0.0
SICHUAN CHIEF,TT2/B,0.0
SICHUAN CHIEF,TT/B-,0.0
SICHUAN CHIEF,TT,0.0
SICHUAN CHIEF,TT/B2,0.0
SICHUAN CHIEF,TT/B,0.11764705882352941
SICHUAN DAR,--,0.0
SICHUAN EXEC,--,0.03333333333333333
SICHUAN EXPRESS,--,0.0
SICHUAN LEGEND,--,0.12121212121212122
SICHUAN SUCCESS,--,0.0
SICHUAN VIGOUR,--,1.0
SICHUAN VIGOUR,TT1,0.0
SICHUAN VIGOUR,TT/B1,0.0
SICHUAN VIGOUR,TT/B,0.0
SICHUAN VIGOUR,TT/B2,0.0
SICHUAN VIGOUR,TT/B-,0.0
SICHUAN VIGOUR,TT,0.21739130434782608
SIDE GLANCE,--,0.5
SIDE GLANCE,B1,0.0
SIDE GLANCE,B/H1,0.0
SIDE GLANCE,B/H,0.0
SIDE GLANCE,H-/B,0.0
SIDE GLANCE,B,0.05
SIGHT BELIEVER,--,0.07692307692307693
SIGHT LEADER,--,0.0
SIGHT LEADER,CP1,0.0
SIGHT LEADER,CP-/P1,0.0
SIGHT LEADER,P,0.0
SIGHT LEADER,P-,0.0
SIGHT LEADER,CP2,0.0
SIGHT LEADER,CP,0.0975609756097561
SIGHT LOVER,--,0.0
SIGHT SEEING,--,0.0
SIGHT WINNER,--,0.0
SIGNPOSTED,--,0.0
SIGNPOSTED,H1,0.0
SIGNPOSTED,H/B1/XB1,0.0
SIGNPOSTED,B/H/XB,0.42857142857142855
SIGNS OF BLESSING,--,0.0
SILENT DEMAND,--,0.0
SILLY BUDDIES,--,0.0
SILVER BAUHINIA,--,0.0
SILVER BLAZE,--,0.5
SILVER DRAGON,--,0.0
SILVER FIG,--,0.07692307692307693
SILVER FLOWER,--,0.0
SILVER GATSBY,SR1,0.0
SILVER GATSBY,SR,0.0
SILVER GATSBY,SR/B1,0.0
SILVER GATSBY,B/SR,0.0
SILVER GATSBY,TT1/SR-/B,0.0
SILVER GATSBY,TT/B-,0.0
SILVER GATSBY,TT,0.0
SILVER GRECIAN,H1,0.0
SILVER GRECIAN,H,0.2
SILVER GRECIAN,H-/CP1,0.0
SILVER GRECIAN,CP,0.0
SILVER GRECIAN,CP-,0.0
SILVER MISSION,--,0.0
SILVER MISSION,H1,0.0
SILVER MISSION,H,0.0
SILVER MISSION,H-,0.0
SILVER OSMANTHUS,--,0.02857142857142857
SILVER POND,--,0.058823529411764705
SILVER SPUN,--,0.043478260869565216
SILVERFIELD,--,0.0
SILVERWAVE,--,0.07142857142857142
SIMENON,--,0.08333333333333333
SIMPLE,--,0.0
SIMPLY BRILLIANT,--,0.1875
SIMPLY INVINCIBLE,--,0.075
SIMPLY JOY,--,0.0625
SINCERE HORSE,--,0.375
SING SING SING,--,0.0
SINGAPORE SLING,--,0.0
SIR EAGLES,SR1,0.0
SIR EAGLES,SR,0.0
SIR EAGLES,SR-/B1,0.0
SIR EAGLES,B,0.1875
SIR EAGLES,TT1/B,0.0
SIR JOHN,--,0.0
SIR REDALOT,--,0.0
SIROCCO TOO,--,0.10526315789473684
SIXTY SIXTY,--,0.08108108108108109
SIYOUMA,--,0.03333333333333333
SKIP COURT,--,0.0
SKY EAGLE,--,0.0
SKY FAR,--,0.125
SKY FIRE,--,0.4
SKY FIRE,H1,0.0
SKY FIRE,H,0.0
SKY FULL OF STARS,--,0.0
SKY HERO,--,0.13157894736842105
SKY IDEA,--,0.07692307692307693
SKY KING,B1,0.0
SKY KING,B,0.0
SKY KING,TT1/B,0.0
SKY KING,TT/H,0.0
SKY KING,TT/H/B2,0.0
SKY KING,TT/B-/H-/P1,0.0
SKY KING,TT/B/H,0.25
SKY KING,TT/P,0.0
SKY KING,TT/P-/B2,0.0
SKY LANTERN,--,0.038461538461538464
SKY MAN,--,0.0
SKY MASCOT,--,0.05263157894736842
SKY MATE,--,0.05263157894736842
SKY MELODY,--,0.06451612903225806
SKY ONE,--,0.2
SKY TREASURE,--,0.027777777777777776
SKYRAIDER,--,0.07692307692307693
SKYROCKETS,--,0.0
SLADE POWER,--,0.0
SLEDGE HAMMER,--,0.10344827586206896
SLEEP EDUCATION,--,0.0
SLEEP WELL,--,0.06
SLICK BULLET,--,0.041666666666666664
SMART BABY,--,0.08333333333333333
SMART BALL,--,0.09375
SMART BEAUTY,--,0.10526315789473684
SMART BOY,P1,0.0
SMART BOY,P,0.0
SMART BOY,P-/H1,0.0
SMART BOY,H,0.0
SMART BOY,H/V1,0.0
SMART BOY,H/V,0.0
SMART BOY,H-/V-/B1,0.0
SMART BOY,B,0.0
SMART CALL,--,0.1111111111111111
SMART CHARADE,--,0.0
SMART CHOICE,B1,0.0
SMART CHOICE,TT1/B,0.0
SMART CHOICE,TT/B-,0.0
SMART CHOICE,TT,0.0
SMART CHOICE,TT/B2,0.0
SMART CHOICE,TT/B,0.15384615384615385
SMART DECLARATION,--,0.0625
SMART DELIGHT,--,0.038461538461538464
SMART DRAGON,--,0.0
SMART FORTUNE,--,0.0
SMART FORTUNE,H1,0.0
SMART FORTUNE,H,0.5
SMART FORWARD,TT1/B1/H1,0.0
SMART FORWARD,TT/B/H,0.0
SMART FORWARD,TT/H-/B,0.0
SMART FORWARD,TT/B,0.0
SMART FORWARD,TT/B-/H2,0.0
SMART GAIN,B1,0.0
SMART GAIN,B,0.0
SMART GAIN,B-,0.0
SMART GAIN,B2,0.0
SMART GAIN,B/H1,0.0
SMART GAIN,--,0.0
SMART GIANT,TT1,0.0
SMART GIANT,TT/B1,0.0
SMART GIANT,TT/B,0.0
SMART GIANT,TT,0.0
SMART GUY,B1,0.0
SMART GUY,B-/XB1,0.0
SMART GUY,XB/B2,0.0
SMART GUY,B/XB,0.0
SMART GUY,B-/XB/H1,0.0
SMART GUY,H/XB/CP1,0.0
SMART GUY,H-/CP/XB,0.0
SMART GUY,CP/XB,0.0
SMART GUY,CP-/XB/SR1,0.0
SMART GUY,SR-/XB/CP2,0.0
SMART KIDS,B1,0.0
SMART KIDS,B-,0.0
SMART KIDS,--,0.0
SMART KIDS,TT1,0.0
SMART KIDS,TT,0.0
SMART KIDS,TT/P1,0.0
SMART KIDS,TT/P,0.07692307692307693
SMART LAYER,H1,0.0
SMART LAYER,H,0.0
SMART LAYER,TT1/H,0.0
SMART LAYER,TT/H/P1,0.0
SMART LAYER,TT/P-/H,0.0
SMART LAYER,TT/H,0.0
SMART LAYER,TT/H/B1,0.0
SMART LAYER,TT/B/H,0.1111111111111111
SMART MAN,--,0.0
SMART MAN,TT1/B1,0.0
SMART MAN,TT/B-,0.0
SMART MAN,TT/B2,0.0
SMART MAN,TT/B,0.0
SMART MAN,TT,0.0
SMART PLANET,--,0.0
SMART ROCKER,TT1,0.0
SMART ROCKER,TT,0.2
SMART ROCKER,TT-/H1/XB1,0.0
SMART ROCKER,H/XB,0.0
SMART SALUTE,CP1,0.0
SMART SALUTE,CP,0.0
SMART SALUTE,CP-/V1,0.0
SMART SALUTE,V,0.0
SMART SALUTE,--,0.0
SMART TOUCH,TT1/B1,0.0
SMART UNION,--,0.0
SMART VOLATILITY,--,0.0
SMILING ALL,--,0.0
SMILING CHARM,--,0.0
SMILING GLORY,--,0.0
SMILING PRIDE,--,0.0
SMILING WATCH,--,0.0
SMOKING SUN,--,0.0
SNITZEL KID,--,0.0
SNOW DRAGON,--,0.0
SNOW HAWK,--,0.08695652173913043
SNOW SKY,--,0.0
SNOW SLIDER,--,0.0
SNOWHOOVES,--,0.07692307692307693
SO CAFFE,--,0.17647058823529413
SO FAST,--,0.06451612903225806
SO GENEROUS,--,0.07142857142857142
SOARING DRAGON,--,0.06666666666666667
SOARING RIVER,--,0.04
SOARING WYVERN,--,0.3333333333333333
SOCCER BRAVE,--,0.038461538461538464
SOCIETY ROCK,--,0.0
SOCKET KING,--,0.07142857142857142
SOHNA,--,0.0
SOLAR BOY,--,0.07575757575757576
SOLAR DRAGON,--,0.0
SOLAR GAGA,H1,0.0
SOLAR GAGA,H,0.0
SOLAR GAGA,TT1/H,0.0
SOLAR GAGA,TT/H/B1,0.0
SOLAR GAGA,TT2/B2/H2,0.0
SOLAR GAGA,TT-/B-/H-,0.0
SOLAR GAGA,B2,0.0
SOLAR GAGA,B,0.0
SOLAR GAGA,TT2/B,0.0
SOLAR GAGA,TT/B-/H2,0.0
SOLAR GAGA,TT/H,0.0
SOLAR GAGA,TT/B/H,0.13953488372093023
SOLAR GAGA,--,0.0
SOLAR GREAT,--,0.12195121951219512
SOLAR HEI HEI,H1,0.0
SOLAR HEI HEI,H,0.0
SOLAR HEI HEI,H-/B1,0.0
SOLAR HEI HEI,B-,0.0
SOLAR HEI HEI,--,0.0
SOLAR HEI HEI,B2,0.0
SOLAR HEI HEI,B,0.09090909090909091
SOLAR KID,--,0.0
SOLAR KID,TT1/CP1,0.0
SOLAR KINGDOM,--,0.0
SOLAR KINGDOM,SR1,0.0
SOLAR KINGDOM,SR,0.0
SOLAR KINGDOM,SR-/B1,0.0
SOLAR KINGDOM,B,0.0
SOLAR KINGDOM,TT1/B-/V1,0.0
SOLAR KINGDOM,TT/V-,0.0
SOLAR KINGDOM,TT,0.09090909090909091
SOLAR KINGDOM,TT/B-,0.0
SOLAR KINGDOM,TT/B2,0.0
SOLAR KINGDOM,TT/B,0.0967741935483871
SOLAR PATCH,--,0.14285714285714285
SOLAR SPIRIT,SR1,0.0
SOLAR SPIRIT,SR/XB1,0.0
SOLAR SPIRIT,SR-/XB/B1,0.0
SOLAR SPIRIT,B/XB,0.0
SOLAR SPIRIT,XB-/B,0.0
SOLAR SPIRIT,B,0.0
SOLAR SPIRIT,TT1/B,0.0
SOLAR SPIRIT,TT/B,0.05714285714285714
SOLAR UP,--,0.0
SOLAR UP,TT1,0.0
SOLAR UP,TT,0.0
SOLAR UP,TT/CP1,0.0
SOLAR UP,TT/CP,0.0
SOLAR UP,TT/CP-/B1,0.0
SOLAR UP,TT/B,0.0
SOLAR UP,TT/B/SR1,0.0
SOLAR UP,TT/B/SR,0.0
SOLAR UP,TT/B-/SR-/H1,0.0
SOLAR WONDER,--,0.0
SOLAR WONDER,B1,0.0
SOLAR WONDER,B,0.16
SOLDIER,H,0.0
SOLDIER,H-,0.0
SOLDIER,--,0.0
SOLDIER,TT1,0.0
SOLDIER,TT,0.0
SOLE POWER,--,0.0
SOLE POWER,B1,0.0
SOLE POWER,B,0.09090909090909091
SOLOMON'S BAY,TT1,0.0
SOMETHING SPECIAL,--,0.0
SONIC FIGHTER,--,0.0
SONOFTHEWEST,--,0.0
SONOFTHEWEST,CP1,0.0
SONOFTHEWEST,CP-/SR1,0.0
SONOFTHEWEST,TT1/SR,0.0
SONOFTHEWEST,TT/SR/H1,0.0
SONOFTHEWEST,TT/H/SR,0.125
SONOFTHEWEST,TT/H-/SR,0.0
SONOFTHEWEST,TT-/SR,0.0
SOUL ACHIEVER,B1,0.0
SOUL ACHIEVER,TT1/B,0.0
SOUL ACHIEVER,TT/B,0.0
SOUL ACHIEVER,TT-/B-/P1,0.0
SOUL ACHIEVER,P-/B2,0.0
SOUL ACHIEVER,B,0.0
SOUL ACHIEVER,B-/P2,0.0
SOUL ACHIEVER,P-/H1,0.0
SOUL ACHIEVER,H,0.0
SOUL ACHIEVER,H-/P2,0.0
SOUL ACHIEVER,P,0.07142857142857142
SOUNDS EXCELLENT,TT1,0.0
SOUNDS EXCELLENT,TT/B1,0.0
SOUNDS EXCELLENT,TT/B,0.0
SOUNDS EXCELLENT,TT/B-,0.0
SOUNDS EXCELLENT,TT,0.0
SOUNDS EXCELLENT,TT/V1,0.0
SOUNDS EXCELLENT,TT/V,0.0
SOUNDS EXCELLENT,TT-/V,0.0
SOUNDS EXCELLENT,V,0.13333333333333333
SOUNDS SPEEDY,B1,0.0
SOUNDS SPEEDY,B,0.0
SOUNDS SPEEDY,B2,0.0
SOUNDS SPEEDY,B-,1.0
SOUNDS SPEEDY,--,0.25
SOUNDS SPEEDY,P1,0.0
SOUTHCHINA CENTURY,H1,0.0
SOUTHCHINA CENTURY,H/B1,0.0
SOUTHCHINA CENTURY,B/H,0.0
SOUTHCHINA CENTURY,B-/H-,0.0
SOUTHCHINA CENTURY,--,0.2
SOUTHCHINA COMMAND,--,0.0
SOUTHERN CROSS,--,0.0
SOUTHERN EXPRESS,B1,0.0
SOUTHERN EXPRESS,B-,0.0
SOUTHERN EXPRESS,--,0.07142857142857142
SOUTHERN EXPRESS,TT1,0.0
SOUTHERN EXPRESS,TT,0.0
SOUTHERN LEGEND,--,0.0
SOUTHERN SPRINGS,TT1,0.0
SOUTHERN SPRINGS,TT,0.0
SOUTHERN SPRINGS,TT-/SR1,0.0
SOUTHERN SPRINGS,SR,0.0
SOUTHERN SPRINGS,SR-,0.0
SOUTHERN SPRINGS,B/E1,0.0
SOUTHERN SPRINGS,B/E,0.0
SOUTHERN SPRINGS,B-/E,0.0
SOUTHERN SPRINGS,--,0.0
SOVIET PEARL,B1,0.0
SOVIET PEARL,B,0.0
SOVIET PEARL,B2,0.0
SOVIET PEARL,B-,0.0
SOVIET PEARL,--,0.0
SPACE RACE,TT1,0.0
SPACE RACE,TT,0.1111111111111111
SPACE RACE,TT/CP1,0.0
SPACE RACE,TT/CP,0.0
SPACE RACE,TT/CP-,0.0
SPALATO,--,0.11764705882352941
SPANDAU BALLET,--,0.0
SPARING NO EFFORT,--,0.0
SPARKLING B,TT1,0.0
SPARKLING B,TT/CP1,0.0
SPARKLING B,TT/CP,0.2857142857142857
SPARKLING B,TT/CP-/B1,0.0
SPARKLING B,TT/B,0.09090909090909091
SPARKLING DRAGON,--,0.2
SPARKLING SWORD,TT1,0.0
SPARKLING SWORD,TT,0.0
SPARKLING SWORD,TT/CP1/XB1,0.0
SPARKLING SWORD,TT/CP/XB,0.0
SPARKLING SWORD,TT/XB-/CP,0.0
SPARKLING SWORD,TT/CP,0.0
SPARKLING SWORD,TT/CP-/B1,0.0
SPARKLING SWORD,TT/B,0.07142857142857142
SPARKLING TALENT,--,0.045454545454545456
SPARKLING,--,0.0
SPARKLING,TT1/B1,0.0
SPARKLING,TT/B,0.08333333333333333
SPARTA,TT1,0.0
SPARTA,TT,0.0
SPARTA,TT/XB1,0.0
SPARTA,TT-/XB-/B1,0.0
SPARTA,B-/V1,0.0
SPARTA,V,0.05555555555555555
SPARTA,V-,0.0
SPARTA,P1,0.0
SPARTA,P-,0.0
SPARTA,P2,0.0
SPARTA,P,0.0
SPARTA,TT2/P-,0.0
SPARTA,P-/B2,0.0
SPARTA,--,0.0
SPEARHEAD,--,0.0
SPECTACULAR AWARD,--,0.0
SPEECHMAKER,H1,0.0
SPEECHMAKER,TT1/H,0.0
SPEECHMAKER,TT/H,0.0
SPEECHMAKER,TT-/H,0.0
SPEECHMAKER,H,0.18181818181818182
SPEED RACER,--,0.0
SPEED THUNDER,--,0.0
SPEED THUNDER,TT1,0.0
SPEED THUNDER,TT/B1,0.0
SPEED THUNDER,TT/B-,0.0
SPEED THUNDER,B/TT,0.0
SPEED THUNDER,TT,0.4
SPEED THUNDER,TT/B2,1.0
SPEED THUNDER,TT/B,0.42857142857142855
SPEEDY ACHIEVER,--,0.0
SPEEDY BRAVE,--,0.6
SPEEDY DRAGON,--,0.0
SPEEDY KING,--,0.0
SPEEDY LONGWAH,--,0.0
SPEEDY SANDY,--,0.18181818181818182
SPEEDY TYCOON,--,0.0
SPEEDY WALLY,--,0.038461538461538464
SPEEDY WARRIOR,--,0.0
SPEEDY WINNER,--,0.0
SPEEDY,--,0.1
SPEEDYGONZALEZ,--,0.0
SPICY DOUBLE,--,0.0
SPICY DRAGON,--,0.0
SPICY KAKA,--,0.14285714285714285
SPICY SHRIMP,--,0.2222222222222222
SPICY SIAM,--,0.06060606060606061
SPICY SURE,B1,0.0
SPICY SURE,TT1/B-,0.0
SPICY SURE,TT-,0.0
SPICY SURE,--,0.0967741935483871
SPINNING DANCER,--,0.0
SPIRIT OF SECRETS,--,0.0
SPIRIT SOARING,--,0.125
SPIRIT,--,0.0
SPIRIT,B1,0.0
SPIRIT,TT1/B,0.0
SPIRIT,TT/B,0.0
SPIRIT,TT/B-,0.0
SPIRIT,TT,0.0
SPITFIRE,TT,0.0
SPITFIRE,TT/H1,0.0
SPITFIRE,TT/H,0.0
SPITFIRE,TT/H/B1,0.0
SPITFIRE,TT/B/H,0.0
SPLENDID CHAMPION,--,0.0967741935483871
SPLENDID DAYS,--,0.42857142857142855
SPLENDID GUY,--,0.07142857142857142
SPLENDID HORSE,--,0.0
SPLENDID VICTORY,--,0.0
SPLIT OF A SECOND,--,0.0
SPOKE TO CARLO,--,0.11764705882352941
SPORTS MASTER,--,0.0
SPOTLIGHT DREAM,--,0.0
SPRING WIN,--,0.058823529411764705
SPURS ON,--,0.0
ST DIDAR,--,0.11363636363636363
ST FEVRE,--,0.21875
ST YAZIN,--,0.0
STAG KNIGHT,--,0.07894736842105263
STALLION SUPREME,--,0.0
STAND BY YOU,--,0.0
STAPHANOS,TT1,0.0
STAPHANOS,TT,0.17391304347826086
STAPHANOS,TT/H1,0.0
STAPHANOS,TT/H,0.08333333333333333
