clean_name,last_win_rating,ST_win_rate,HV_win_rate,ST_vs_HV_pref,AWT_win_rate,Turf_win_rate,AWT_vs_Turf_pref,last_form_going,recent_avg_pos,recent_win_rate,last_run_date,last_race_class_int,last_horse_rating,last_gear,distance_win_rate,prev_run_vet_finding,horse_code,avg_first_pos,gear_win_rate,has_overseas_form,winning_gears,gallops_30d,trots_30d,swims_30d,last_workout_date,last_workout_type,last_workout_detail,is_in_conghua,latest_body_weight
HONEST WITNESS,53.0,0.0,0.1818181818181818,Happy Valley,0.0,0.1666666666666666,TURF,GOOD,6.75,0.25,2026-07-08,4.0,64.0,B/TT,0.2222222222222222,0.0,K283,2.1666666666666665,0.3333333333333333,1.0,['B/TT'],5.0,20.0,27.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
HORSEPOWER,79.0,0.0,0.125,Happy Valley,0.0,0.0909090909090909,TURF,GOOD TO FIRM,3.5,0.0,2026-06-24,4.0,79.0,XB/TT,0.1111111111111111,1.0,J431,8.833333333333334,0.0833333333333333,1.0,['XB/TT'],6.0,30.0,30.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
HOT AIR BALLON,,,,,,,,,,,,,,,,0.0,K144,,,1.0,,5.0,23.0,29.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
HOTT SHOTT,,,,,,,,,,,,,,,,0.0,L147,,,1.0,,3.0,26.0,30.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
HUGE WAVE,82.0,0.1666666666666666,0.1666666666666666,Neutral,0.0,0.1666666666666666,TURF,GOOD,4.5,0.0,2026-07-12,4.0,95.0,TT,0.25,1.0,J197,7.0,0.1818181818181818,1.0,['TT'],6.0,27.0,1.0,14/09/2026,Trotting,Penfold Canter (R.B.),0.0,
HYMNBOOK,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,5.5,0.0,2026-07-12,4.0,63.0,CP,0.0,0.0,L238,9.833333333333334,0.0,1.0,[],4.0,28.0,23.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
ICONICAL,45.0,0.0,0.1,Happy Valley,0.0,0.0909090909090909,TURF,GOOD,8.25,0.0,2026-04-06,4.0,40.0,B/TT2,0.0,0.0,J504,2.833333333333333,0.0,1.0,['TT'],6.0,24.0,27.0,14/09/2026,Gallop,25.9 (25.9) (R.B.),0.0,
INNO SUPER,47.0,0.0,0.25,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,4.5,0.0,2026-09-09,4.0,51.0,B-/SR2/TT,0.25,0.0,K319,7.333333333333333,0.0,1.0,['SR/TT'],,,,,,,,
INVINCIBLE IBIS,,,,,,,,,,,,,,,,0.0,K296,,,1.0,,6.0,23.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
INVINCIBLE STEED,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,4.0,0.0,2026-07-01,4.0,66.0,XB,0.0,0.0,L312,9.5,0.0,1.0,[],6.0,29.0,25.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
IRON SECURITY,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.75,0.0,2026-07-12,4.0,54.0,CP/TT,0.0,0.0,L174,3.571428571428572,0.0,1.0,[],4.0,25.0,20.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
JOLLY BONUS,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,11.0,0.0,2026-07-15,4.0,52.0,,0.0,0.0,L327,7.0,0.0,1.0,[],7.0,30.0,0.0,14/09/2026,Gallop,30.2 26.4 (56.6) (M F Poon),0.0,
JOLLY COMPANION,44.0,0.0,0.1,Happy Valley,0.0,0.0909090909090909,TURF,GOOD TO FIRM,6.5,0.0,2026-09-06,4.0,40.0,V/TT,0.0833333333333333,0.0,H454,6.75,0.0,1.0,['B/TT'],5.0,30.0,21.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
JOLTIN,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,12.25,0.0,2026-06-07,4.0,53.0,TT,0.0,0.0,L186,10.571428571428571,0.0,1.0,[],4.0,21.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
JUICY DRAGON,51.0,0.2,0.0,Sha Tin,0.25,0.0,AWT,GOOD,4.0,0.25,2026-07-01,4.0,60.0,V,0.0,0.0,K405,5.25,0.2,1.0,"['B-/V1', 'V']",6.0,31.0,24.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
JUMBO BLESSING,46.0,0.0,0.25,Happy Valley,0.0,0.1428571428571428,TURF,GOOD,4.5,0.25,2026-07-08,4.0,46.0,TT,0.1666666666666666,1.0,K529,7.142857142857143,0.1666666666666666,1.0,['TT'],,,,,,,,
JUMBO STEPS,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.5,0.0,2026-07-01,4.0,59.0,B,0.0,0.0,L269,9.6,0.0,1.0,[],5.0,28.0,28.0,14/09/2026,Gallop,29.3 26.7 (56.0) (H Bentley),0.0,
JUST FOLLOW ME,,,,,,,,,,,,,,,,1.0,K332,,,1.0,,7.0,22.0,0.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
KANSAS,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.75,0.0,2026-09-06,4.0,56.0,CP,0.0,0.0,L305,5.125,0.0,1.0,[],7.0,23.0,27.0,14/09/2026,Trotting,AWT 1 Round - Fast (R.B.),0.0,
KEEFY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,8.0,0.0,2026-06-24,4.0,70.0,B,0.0,0.0,G306,5.916666666666667,0.0,1.0,[],,,,,,,,
KEMPES,62.0,0.0909090909090909,0.0,Sha Tin,0.0,0.1111111111111111,TURF,GOOD,7.0,0.0,2026-07-12,4.0,61.0,CP1,0.0,0.0,J265,10.5,0.0,1.0,['H-/XB'],6.0,26.0,29.0,11/09/2026,Equine Treadmill,Treadmill - Canter With Incline,0.0,
KING MILES,71.0,0.0,0.2,Happy Valley,0.0,0.1666666666666666,TURF,GOOD TO FIRM,10.75,0.0,2026-07-04,4.0,68.0,B/TT,0.0,0.0,J158,6.916666666666667,0.1,1.0,"['B/TT', 'CP-/H-/B1/TT']",,,,,,,,
KING OBERON,51.0,0.0,0.25,Happy Valley,0.0,0.1818181818181818,TURF,GOOD,5.0,0.0,2026-07-08,4.0,51.0,B,0.1666666666666666,0.0,H407,4.333333333333333,0.1666666666666666,1.0,['B'],,,,,,,,
KINGMAN REEF,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.0,0.0,,4.0,,,0.0,0.0,L446,6.0,0.0,1.0,[],5.0,27.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
KOL,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.75,0.0,2026-07-04,4.0,48.0,,0.0,1.0,L319,5.25,0.0,1.0,[],6.0,25.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
KWAI CHUNG TALENTS,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,5.0,0.0,2026-07-08,4.0,43.0,H-,0.0,0.0,L144,7.0,0.0,1.0,[],7.0,18.0,21.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
KYOTO SPRING,,,,,,,,,,,,,,,,0.0,L190,,,1.0,,4.0,21.0,0.0,25/09/2026,Gallop,26.6 (26.6) (R.B.),0.0,
KYRUS DRAGON,69.0,0.0,0.1666666666666666,Happy Valley,0.0,0.1666666666666666,TURF,GOOD TO FIRM,5.5,0.25,2026-02-11,4.0,76.0,XB,0.1666666666666666,0.0,H396,8.916666666666666,0.0,1.0,"['H-/XB', 'H/XB']",5.0,25.0,28.0,11/09/2026,Equine Treadmill,Treadmill - Canter With Incline,0.0,
LA FORZA,67.0,0.5,0.0,Sha Tin,0.0,0.25,TURF,GOOD TO FIRM,9.0,0.0,2026-06-24,4.0,73.0,B/TT,0.2857142857142857,1.0,J285,5.0,0.1428571428571428,1.0,"['B/TT', 'CP-/B1/TT']",5.0,24.0,26.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LADY'S LOVE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.5,0.0,2026-07-12,4.0,56.0,,0.0,0.0,L220,8.833333333333334,0.0,1.0,[],6.0,19.0,20.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LAKESHORE HERO,43.0,0.0,0.1666666666666666,Happy Valley,0.0,0.1,TURF,GOOD,5.5,0.0,2026-06-27,4.0,38.0,,0.1428571428571428,1.0,J288,6.833333333333333,0.0,1.0,['CP-'],,,,,,,,
LE ZONDA,75.0,0.0,0.4,Happy Valley,0.0,0.25,TURF,GOOD,3.25,0.5,2026-07-08,4.0,75.0,TT,0.5,0.0,L110,9.375,0.2857142857142857,1.0,['TT'],5.0,27.0,29.0,14/09/2026,Gallop,34.0 29.2 26.0 (1.29.2) (C Y Ho),0.0,
LEADING DRAGON,48.0,0.125,0.0,Sha Tin,0.0,0.125,TURF,GOOD,4.75,0.25,2026-07-04,4.0,55.0,TT,0.2,0.0,L083,1.375,0.25,1.0,['TT'],,,,,,,,
LEAN MASTER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,5.5,0.0,2026-07-15,4.0,42.0,B/TT,0.0,0.0,H134,3.5,0.0,1.0,[],3.0,25.0,18.0,25/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
LEGEND STAR,40.0,0.0,0.3333333333333333,Happy Valley,0.0,0.2,TURF,GOOD,8.75,0.0,2026-09-06,4.0,46.0,B/TT,0.1818181818181818,0.0,K271,7.916666666666667,0.125,1.0,"['B/TT', 'B2/TT']",5.0,28.0,28.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
LEGENDARY IMPACT,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.75,0.0,2026-04-08,4.0,39.0,B-/CP2/TT,0.0,1.0,K035,6.636363636363637,0.0,1.0,[],7.0,29.0,23.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LET'S HAVE FUN,,,,,,,,,,,,,,,,0.0,L118,,,1.0,,4.0,23.0,26.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LIGHTNESS OF BEING,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.0,0.0,2026-05-17,4.0,50.0,CP/TT,0.0,1.0,K159,6.222222222222222,0.0,1.0,[],7.0,30.0,30.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
LIGHTNING ACE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,6.0,0.0,2026-07-12,4.0,42.0,H/TT,0.0,0.0,L136,9.142857142857142,0.0,1.0,[],5.0,25.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LITTLE MONSTER,45.0,0.1,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD TO YIELDING,6.0,0.25,2026-07-15,4.0,51.0,H/TT,0.1,0.0,K391,5.75,0.1,1.0,['H/TT'],2.0,22.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LITTLE PARADISE,,,,,,,,,,,,,,,,0.0,K246,,,1.0,,4.0,29.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LIVE WIRE,51.0,0.0,0.5,Happy Valley,0.0,0.1428571428571428,TURF,GOOD,4.0,0.25,2026-06-10,4.0,51.0,B/XB,0.2,0.0,L142,2.857142857142857,0.5,1.0,['B/XB'],5.0,20.0,26.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
LOOKING BRIGHT,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,6.5,0.0,2026-07-08,4.0,58.0,H/TT,0.0,1.0,K315,2.7,0.0,1.0,[],7.0,30.0,30.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LOVE TOGETHER,73.0,0.5,0.1428571428571428,Sha Tin,0.0,0.2222222222222222,TURF,GOOD,5.75,0.25,2026-06-07,4.0,73.0,TT,0.3333333333333333,0.0,L052,8.0,0.25,1.0,['TT'],4.0,28.0,21.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
LOVELY MILES,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.0,0.0,2026-07-12,4.0,48.0,B,0.0,0.0,L165,11.0,0.0,1.0,[],7.0,31.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LOVING VIBES,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,3.5,0.0,2026-07-15,4.0,45.0,CP2/TT,0.0,0.0,J359,5.666666666666667,0.0,1.0,[],7.0,30.0,0.0,14/09/2026,Gallop,28.8 25.0 (53.8) (R.B.),0.0,
LUCK IS BACK,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,9.25,0.0,2026-07-15,4.0,46.0,B,0.0,0.0,J398,8.166666666666666,0.0,1.0,[],5.0,28.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCKY BALERION,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,4.75,0.0,2026-07-01,4.0,50.0,CP/TT,0.0,1.0,L125,6.2,0.0,1.0,[],7.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCKY CANDY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,2.25,0.0,2026-07-01,4.0,63.0,CP/TT,0.0,0.0,L041,6.333333333333333,0.0,1.0,[],6.0,29.0,22.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCKY DOCTOR,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.25,0.0,2026-07-04,4.0,54.0,TT,0.0,0.0,L225,6.142857142857143,0.0,1.0,[],4.0,26.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCKY MAN,,,,,,,,,,,,,,,,0.0,J315,,,1.0,,5.0,28.0,21.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCKY MCQUEEN,51.0,0.0,0.3333333333333333,Happy Valley,0.0,0.1666666666666666,TURF,GOOD TO FIRM,4.75,0.25,2026-05-27,4.0,51.0,H/TT,0.2,0.0,K064,6.166666666666667,0.2,1.0,['H/TT'],6.0,27.0,28.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
LUCKY SAM GOR,,,,,,,,,,,,,,,,0.0,K114,,,1.0,,5.0,29.0,26.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCKY TWENTY,52.0,0.0,0.2,Happy Valley,0.0,0.1111111111111111,TURF,GOOD TO FIRM,10.75,0.0,2026-07-08,4.0,51.0,,0.1666666666666666,0.0,K392,4.111111111111111,0.0,1.0,[],,,,,,,,
LUCKY WITH YOU,,,,,,,,,,,,,,,,1.0,E356,,,1.0,,0.0,0.0,0.0,,,,0.0,
LUCKY YEAR,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,3.0,0.0,2026-07-08,4.0,51.0,,0.0,1.0,K443,6.0,0.0,1.0,[],6.0,28.0,27.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUCY IN THE SKY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,7.0,0.0,2026-09-06,4.0,71.0,TT,0.0,0.0,J275,3.333333333333333,0.0,1.0,[],4.0,25.0,21.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
LUNAR DASH,53.0,0.0,0.3333333333333333,Happy Valley,0.0,0.1111111111111111,TURF,GOOD TO FIRM,8.5,0.0,2026-07-12,4.0,57.0,XB/B2,0.1428571428571428,0.0,K334,5.111111111111111,0.0,1.0,['B-'],7.0,22.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
M M CONCORD,,,,,,,,,,,,,,,,0.0,L076,,,1.0,,5.0,27.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MACANESE MASTER,24.0,0.0,0.2857142857142857,Happy Valley,0.0,0.25,TURF,WET FAST,3.0,0.0,2026-09-09,4.0,35.0,V,0.0,0.0,J532,1.9166666666666667,0.1666666666666666,1.0,['V'],5.0,23.0,24.0,13/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MADE FOR LIFE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.0,0.0,2026-07-04,4.0,40.0,CP/TT,0.0,1.0,L005,8.0,0.0,1.0,[],5.0,22.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MANYTHANKS FOREVER,25.0,0.1111111111111111,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD,7.0,0.0,2026-07-01,4.0,29.0,V/TT,0.1428571428571428,0.0,J065,4.666666666666667,0.1111111111111111,1.0,['V/TT'],5.0,28.0,24.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MARVEL AND GOLD,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,6.25,0.0,2026-09-09,4.0,40.0,E/TT,0.0,0.0,K109,7.916666666666667,0.0,1.0,[],,,,,,,,
MASSIVE SOVEREIGN,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.5,0.0,2026-07-12,4.0,104.0,CP-,0.0,0.0,J208,8.8,0.0,1.0,[],6.0,30.0,29.0,14/09/2026,Gallop,31.0 25.2 (56.2) (C L Chau),0.0,
MASTER CHAMPION,60.0,0.0,0.1666666666666666,Happy Valley,0.0,0.1,TURF,GOOD TO FIRM,9.5,0.0,2026-07-08,4.0,64.0,CP-/TT-,0.125,1.0,K266,3.6666666666666665,0.0,1.0,[],7.0,27.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MATTERS MOST,68.0,0.2857142857142857,0.0,Sha Tin,0.0,0.1666666666666666,TURF,GOOD,6.25,0.0,2026-07-01,4.0,68.0,B/TT,0.1666666666666666,0.0,K154,2.083333333333333,0.1666666666666666,1.0,['B/TT'],,,,,,,,
MAX QUE,80.0,0.25,0.25,Neutral,0.0,0.25,TURF,GOOD TO FIRM,4.0,0.0,2026-09-06,4.0,90.0,TT,0.5,0.0,J514,6.75,0.25,1.0,['TT'],6.0,26.0,25.0,14/09/2026,Gallop,29.1 24.0 (53.1) (R.B.),0.0,
MEANINGFUL DRAGON,60.0,0.4285714285714285,0.0,Sha Tin,0.0,0.4285714285714285,TURF,GOOD TO YIELDING,6.0,0.5,2026-07-12,4.0,66.0,B,0.5,0.0,H453,3.142857142857143,0.5,1.0,['B'],7.0,25.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MEGA MASTERMIND,49.0,0.125,0.0,Sha Tin,0.0,0.1111111111111111,TURF,GOOD TO FIRM,7.0,0.0,2026-07-01,4.0,56.0,V/TT,0.2,0.0,L044,3.6666666666666665,0.1666666666666666,1.0,['V/TT'],6.0,25.0,27.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
METRO POWER,65.0,0.0,0.1428571428571428,Happy Valley,0.0,0.0909090909090909,TURF,GOOD TO FIRM,4.75,0.0,2026-07-01,4.0,70.0,CP,0.0,0.0,K408,2.083333333333333,0.0,1.0,[],8.0,24.0,29.0,11/09/2026,Swimming,,0.0,
MICKLEY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,8.25,0.0,2026-07-01,4.0,72.0,TT,0.0,1.0,K082,10.333333333333334,0.0,1.0,[],6.0,29.0,27.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MIGHTY COMMANDER,69.0,0.3333333333333333,0.1111111111111111,Sha Tin,0.0,0.1818181818181818,TURF,GOOD TO FIRM,5.5,0.25,2026-06-24,4.0,75.0,TT,0.0,1.0,J360,9.25,0.1666666666666666,1.0,['TT'],2.0,29.0,23.0,25/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
MIGHTY FIGHTER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,6.75,0.0,2026-06-13,4.0,49.0,TT,0.0,0.0,L132,8.0,0.0,1.0,[],7.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MIGHTY STEED,60.0,0.0,0.1111111111111111,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,5.5,0.25,2026-09-09,4.0,60.0,CP,0.1111111111111111,0.0,J384,2.833333333333333,0.0833333333333333,1.0,['CP'],,,,,,,,
MISSION GIANT,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.0,0.0,2026-07-04,4.0,59.0,V,0.0,0.0,K577,7.4,0.0,1.0,[],,,,,,,,
MISTER DAPPER,,,,,,,,,,,,,,,,0.0,H376,,,1.0,,3.0,24.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MONARCH COUNTY,57.0,0.1428571428571428,0.2,Happy Valley,0.0,0.1666666666666666,TURF,GOOD TO FIRM,4.25,0.25,2026-07-12,4.0,66.0,TT,0.1428571428571428,0.0,J421,8.166666666666666,0.0,1.0,"['B-/TT', 'B/TT']",5.0,26.0,20.0,12/09/2026,Trotting,AWT 1 Round - Fast (R.B.),0.0,
MONEY GAMES,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.0,0.0,,4.0,,,0.0,0.0,L402,6.0,0.0,1.0,[],5.0,25.0,0.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MOTOR,67.0,0.25,0.5,Happy Valley,0.0,0.3333333333333333,TURF,GOOD TO FIRM,2.0,0.5,2026-07-01,4.0,67.0,B/TT,0.4,0.0,K165,6.083333333333333,0.3,1.0,"['B/TT', 'CP-/B1/TT']",,,,,,,,
MR GOOD VIBES,23.0,0.1,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD TO YIELDING,9.75,0.0,2026-07-04,4.0,27.0,B,0.0,0.0,H180,9.333333333333334,0.0,1.0,['B/TT-'],4.0,21.0,27.0,25/09/2026,Trotting,TroR TroR Canter (R.B.),0.0,
MUGEN,,,,,,,,,,,,,,,,0.0,H338,,,1.0,,8.0,21.0,0.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
MULTISUPERSTAR,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.25,0.0,2026-06-21,4.0,40.0,CP/TT,0.0,0.0,L163,9.4,0.0,1.0,[],6.0,30.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NATURAL HIGH,,,,,,,,,,,,,,,,0.0,J365,,,1.0,,7.0,27.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NAVAS G,,,,,,,,,,,,,,,,0.0,L194,,,1.0,,5.0,19.0,20.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NO OTHER CHOICE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,7.75,0.0,2026-06-27,4.0,36.0,B1/TT,0.0,1.0,K049,6.083333333333333,0.0,1.0,[],,,,,,,,
NOBLE DELUXE,,,,,,,,,,,,,,,,0.0,K052,,,1.0,,5.0,30.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NOBLE FANS,30.0,0.125,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD TO YIELDING,6.75,0.25,2026-09-09,4.0,35.0,B/TT,0.1111111111111111,1.0,K038,7.166666666666667,0.0833333333333333,1.0,['B/TT'],,,,,,,,
NOBLE SUPERIOR,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.0,0.0,2026-07-12,4.0,52.0,SR1/TT,0.0,0.0,L392,4.5,0.0,1.0,[],5.0,28.0,4.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NOISY BOY,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,6.75,0.0,2026-06-27,4.0,60.0,TT,0.0,0.0,J536,6.75,0.0,1.0,[],7.0,27.0,26.0,14/09/2026,Gallop,29.0 25.5 (54.5) (Z Purton),0.0,
NORTHERN FIRE BALL,60.0,0.25,0.125,Sha Tin,0.0,0.1666666666666666,TURF,GOOD TO YIELDING,6.25,0.25,2026-07-08,4.0,68.0,TT,0.2222222222222222,1.0,J488,2.090909090909091,0.25,1.0,"['CP-/TT', 'TT']",5.0,24.0,18.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NOT USUAL DOUBLE,,,,,,,,,,,,,,,,0.0,L464,,,1.0,,6.0,27.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NOTTHESILLYONE,59.0,0.3333333333333333,0.6666666666666666,Happy Valley,0.3333333333333333,0.6666666666666666,TURF,GOOD,5.0,0.5,2026-06-13,4.0,66.0,TT,0.3,0.0,J383,2.9166666666666665,0.4166666666666667,1.0,['TT'],2.0,27.0,22.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NUCLEOZOR,,,,,,,,,,,,,,,,0.0,K285,,,1.0,,7.0,20.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
NYX GLUCK,57.0,0.1666666666666666,0.0,Sha Tin,0.0,0.1666666666666666,TURF,GOOD TO FIRM,2.5,0.25,2026-07-01,4.0,57.0,CP-,0.2222222222222222,0.0,K438,7.166666666666667,1.0,1.0,['CP-'],4.0,31.0,29.0,12/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
OCEAN IMPACT,47.0,0.0,0.1428571428571428,Happy Valley,0.0,0.0909090909090909,TURF,GOOD TO FIRM,6.0,0.0,2026-07-15,4.0,43.0,CP/SR,0.1111111111111111,0.0,J502,6.416666666666667,0.0,1.0,['CP-/B1'],5.0,26.0,2.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
OLDTOWN,50.0,0.1666666666666666,0.0,Sha Tin,0.0,0.1666666666666666,TURF,GOOD,3.5,0.25,2026-07-12,4.0,57.0,B/XB,0.3333333333333333,0.0,K105,8.333333333333334,0.3333333333333333,1.0,"['B/XB', 'TT']",7.0,23.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
ONLY U,,,,,,,,,,,,,,,,0.0,J037,,,1.0,,8.0,28.0,29.0,25/09/2026,Trotting,AWT 1 Round - Fast (R.B.),0.0,
ORIENTAL SURPRISE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,4.75,0.0,2026-09-09,4.0,24.0,B/TT,0.0,1.0,K028,5.833333333333333,0.0,1.0,[],,,,,,,,
PACKING ANGEL,85.0,0.1,0.5,Happy Valley,0.0,0.1666666666666666,TURF,GOOD TO FIRM,4.0,0.25,2026-07-12,4.0,93.0,XB,0.0,1.0,J454,6.666666666666667,0.125,1.0,"['TT', 'XB']",5.0,24.0,0.0,14/09/2026,Gallop,29.3 25.8 (55.1) (R.B.),0.0,
PACKING FIGHTER,,,,,,,,,,,,,,,,0.0,L112,,,1.0,,5.0,30.0,18.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
PACKING KING,,,,,,,,,,,,,,,,0.0,K570,,,1.0,,5.0,30.0,24.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
